"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"VLY.WS","Valley National Bancorp","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vly.ws",
"VLY^A","Valley National Bancorp","29.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/vly^a",
"VMI","Valmont Industries, Inc.","149.9","$3.39B","n/a","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/vmi",
"VVV","Valvoline Inc.","22.91","$4.69B","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/vvv",
"VNTV","Vantiv, Inc.","62.51","$12.32B","2012","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/vntv",
"VAR","Varian Medical Systems, Inc.","103.74","$9.54B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/var",
"VGR","Vector Group Ltd.","20.82","$2.69B","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/vgr",
"VVC","Vectren Corporation","57.69","$4.79B","n/a","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/vvc",
"VEC","Vectrus, Inc.","34.25","$374.86M","2014","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/vec",
"VEDL","Vedanta  Limited","16.19","$12B","2013","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/vedl",
"VEEV","Veeva Systems Inc.","62.93","$8.79B","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/veev",
"VTRB","Ventas Realty, Limited Partnership // Ventas Capital Corporati","25.38","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vtrb",
"VTR","Ventas, Inc.","66.92","$23.75B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vtr",
"VER","VEREIT Inc.","7.93","$7.73B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/ver",
"VER^F","VEREIT Inc.","26.04","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ver^f",
"PAY","Verifone Systems, Inc.","18.86","$2.11B","2005","Miscellaneous","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/pay",
"VRTV","Veritiv Corporation","42.75","$670.78M","2014","Consumer Services","Paper","http://www.nasdaq.com/symbol/vrtv",
"VZ","Verizon Communications Inc.","42.89","$174.96B","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vz",
"VZA","Verizon Communications Inc.","26.96","n/a","2014","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vza",
"VET","Vermilion Energy Inc.","29.97","$3.62B","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/vet",
"VRS","Verso Corporation","4.66","$160.26M","2016","Basic Industries","Paper","http://www.nasdaq.com/symbol/vrs",
"VSM","Versum Materials, Inc.","32.32","$3.52B","2016","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/vsm",
"VVI","Viad Corp","46.75","$952.76M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/vvi",
"VCO","Vina Concha Y Toro","32","$1.2B","1994","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/vco",
"VNCE","Vince Holding Corp.","0.6234","$30.82M","2013","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/vnce",
"VIPS","Vipshop Holdings Limited","10.26","$6.05B","2012","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/vips",
"ZTR","Virtus Global Dividend & Income Fund Inc.","12.81","$312.49M","1988","n/a","n/a","http://www.nasdaq.com/symbol/ztr",
"VGI","Virtus Global Multi-Sector Income Fund","16.81","$189.2M","2012","n/a","n/a","http://www.nasdaq.com/symbol/vgi",
"ZF","Virtus Total Return Fund Inc.","11.92","$256.61M","1986","n/a","n/a","http://www.nasdaq.com/symbol/zf",
"V","Visa Inc.","95.41","$219.98B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/v",
"VSH","Vishay Intertechnology, Inc.","16.75","$2.45B","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/vsh",
"VPG","Vishay Precision Group, Inc.","17.5","$231.31M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/vpg",
"VSTO","Vista Outdoor Inc.","22.5","$1.28B","2015","Capital Goods","Ordnance And Accessories","http://www.nasdaq.com/symbol/vsto",
"VC","Visteon Corporation","104.24","$3.31B","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/vc",
"VST","Vistra Energy Corp.","16.44","$7.03B","n/a","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/vst",
"VSI","Vitamin Shoppe, Inc","10.75","$256.35M","2009","Consumer Non-Durables","Food Chains","http://www.nasdaq.com/symbol/vsi",
"VSLR","Vivint Solar, Inc.","5.75","$635.81M","2014","Capital Goods","Building Products","http://www.nasdaq.com/symbol/vslr",
"VMW","Vmware, Inc.","88.56","$36.17B","2007","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/vmw",
"VOC","VOC Energy Trust","4.3778","$74.42M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/voc",
"VCRA","Vocera Communications, Inc.","25.06","$707.78M","2012","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/vcra",
"VG","Vonage Holdings Corp.","6.3","$1.4B","2006","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/vg",
"VNO","Vornado Realty Trust","94.08","$17.81B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/vno",
"VNO$","Vornado Realty Trust","76.6","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vno$",
"VNO^G","Vornado Realty Trust","25.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vno^g",
"VNO^I","Vornado Realty Trust","25.87","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vno^i",
"VNO^K","Vornado Realty Trust","25.45","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vno^k",
"VNO^L","Vornado Realty Trust","25.46","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vno^l",
"VJET","voxeljet AG","4.73","$87.98M","2013","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/vjet",
"IAE","Voya Asia Pacific High Dividend Equity Income Fund","10.31","$125.03M","2007","n/a","n/a","http://www.nasdaq.com/symbol/iae",
"IHD","Voya Emerging Markets High Income Dividend Equity Fund","8.72","$165.92M","2011","n/a","n/a","http://www.nasdaq.com/symbol/ihd",
"VOYA","Voya Financial, Inc.","37.05","$6.89B","2013","Finance","Life Insurance","http://www.nasdaq.com/symbol/voya",
"IGA","Voya Global Advantage and Premium Opportunity Fund","10.63","$195.03M","2005","n/a","n/a","http://www.nasdaq.com/symbol/iga",
"IGD","Voya Global Equity Dividend and Premium Opportunity Fund","7.51","$729.05M","2005","n/a","n/a","http://www.nasdaq.com/symbol/igd",
"IDE","Voya Infrastructure, Industrials and Materials Fund","15.555","$299.88M","2010","n/a","n/a","http://www.nasdaq.com/symbol/ide",
"IID","Voya International High Dividend Equity Income Fund","7.49","$63M","2007","n/a","n/a","http://www.nasdaq.com/symbol/iid",
"IRR","Voya Natural Resources Equity Income Fund","5.85","$132.19M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/irr",
"PPR","Voya Prime Rate Trust","5.31","$784.75M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ppr",
"VTTI","VTTI Energy Partners LP","19.65","$898.41M","2014","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/vtti",
"VMC","Vulcan Materials Company","125.09","$16.53B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/vmc",
"WTI","W&T Offshore, Inc.","1.96","$269.84M","2005","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/wti",
"WPC","W.P. Carey Inc.","65.83","$7.01B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wpc",
"WRB","W.R. Berkley Corporation","69.07","$8.37B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/wrb",
"WRB^B","W.R. Berkley Corporation","26.01","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wrb^b",
"WRB^C","W.R. Berkley Corporation","26.635","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wrb^c",
"WRB^D","W.R. Berkley Corporation","26.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wrb^d",
"GRA","W.R. Grace & Co.","70.72","$4.83B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/gra",
"GWW","W.W. Grainger, Inc.","176.53","$10.31B","n/a","Consumer Services","Office Equipment/Supplies/Services","http://www.nasdaq.com/symbol/gww",
"WNC","Wabash National Corporation","22.43","$1.35B","1991","Capital Goods","Construction/Ag Equipment/Trucks","http://www.nasdaq.com/symbol/wnc",
"WBC","Wabco Holdings Inc.","127.41","$6.89B","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/wbc",
"WDR","Waddell & Reed Financial, Inc.","19.8","$1.66B","1998","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/wdr",
"WAGE","WageWorks, Inc.","63.4","$2.36B","2012","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wage",
"WD","Walker & Dunlop, Inc.","52.48","$1.64B","2010","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/wd",
"WMT","Wal-Mart Stores, Inc.","73.47","$221.48B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/wmt",
"DIS","Walt Disney Company (The)","103.84","$162.5B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/dis",
"WAC","Walter Investment Management Corp.","0.8296","$30.31M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/wac",
"HCC","Warrior Met Coal, Inc.","18.58","$993.29M","2017","Energy","Coal Mining","http://www.nasdaq.com/symbol/hcc",
"WPG","Washington Prime Group Inc.","8.26","$1.53B","2014","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wpg",
"WPG^H","Washington Prime Group Inc.","25.34","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wpg^h",
"WPG^I","Washington Prime Group Inc.","25.67","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wpg^i",
"WRE","Washington Real Estate Investment Trust","31.1","$2.39B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wre",
"WCN","Waste Connections, Inc.","64.62","$17.04B","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/wcn",
"WM","Waste Management, Inc.","73.86","$32.64B","n/a","Public Utilities","Environmental Services","http://www.nasdaq.com/symbol/wm",
"WAT","Waters Corporation","180.84","$14.47B","1995","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/wat",
"WSO","Watsco, Inc.","154.38","$5.51B","n/a","Consumer Durables","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wso",
"WSO.B","Watsco, Inc.","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wso.b",
"WTS","Watts Water Technologies, Inc.","62.7","$2.15B","1986","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/wts",
"W","Wayfair Inc.","75.22","$6.52B","2014","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/w",
"WFT","Weatherford International plc","3.75","$3.7B","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/wft",
"WBS","Webster Financial Corporation","53.99","$4.98B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wbs",
"WBS^E","Webster Financial Corporation","25.57","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wbs^e",
"WEC","WEC Energy Group, Inc.","60.84","$19.2B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/wec",
"WTW","Weight Watchers International Inc","34.59","$2.22B","2001","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/wtw",
"WRI","Weingarten Realty Investors","29.7","$3.81B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wri",
"WMK","Weis Markets, Inc.","47.04","$1.27B","n/a","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/wmk",
"WBT","Welbilt, Inc.","19.34","$2.69B","2016","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/wbt",
"WCG","WellCare Health Plans, Inc.","181.74","$8.09B","2004","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/wcg",
"WFC","Wells Fargo & Company","55.04","$275.05B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/wfc",
"WFC.WS","Wells Fargo & Company","n/a","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc.ws",
"WFC^J","Wells Fargo & Company","25.87","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^j",
"WFC^L","Wells Fargo & Company","1312","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^l",
"WFC^N","Wells Fargo & Company","25","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^n",
"WFC^O","Wells Fargo & Company","24.99","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^o",
"WFC^P","Wells Fargo & Company","25.32","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^p",
"WFC^Q","Wells Fargo & Company","27.54","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^q",
"WFC^R","Wells Fargo & Company","30.28","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^r",
"WFC^T","Wells Fargo & Company","26.13","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^t",
"WFC^V","Wells Fargo & Company","26.33","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^v",
"WFC^W","Wells Fargo & Company","25.82","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^w",
"WFC^X","Wells Fargo & Company","25.53","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^x",
"WFC^Y","Wells Fargo & Company","25.87","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfc^y",
"WFE^A","Wells Fargo & Company","26.76","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/wfe^a",
"EOD","Wells Fargo Global Dividend Opportunity Fund","6.06","$275.33M","2007","n/a","n/a","http://www.nasdaq.com/symbol/eod",
"HCN","Welltower Inc.","72.61","$26.59B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/hcn",
"HCN^I","Welltower Inc.","64.71","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hcn^i",
"WAIR","Wesco Aircraft Holdings, Inc.","10.95","$1.09B","2011","Capital Goods","Wholesale Distributors","http://www.nasdaq.com/symbol/wair",
"WCC","WESCO International, Inc.","57.15","$2.79B","1999","Consumer Non-Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/wcc",
"WST","West Pharmaceutical Services, Inc.","93.64","$6.89B","n/a","Basic Industries","Specialty Chemicals","http://www.nasdaq.com/symbol/wst",
"WR","Westar Energy, Inc.","50.8","$7.22B","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/wr",
"WAL","Western Alliance Bancorporation","49.77","$5.25B","2005","Finance","Major Banks","http://www.nasdaq.com/symbol/wal",
"WALA","Western Alliance Bancorporation","26.15","n/a","2016","Finance","Major Banks","http://www.nasdaq.com/symbol/wala",
"WEA","Western Asset Bond Fund","14.11","$167.98M","2002","n/a","n/a","http://www.nasdaq.com/symbol/wea",
"TLI","Western Asset Corporate Loan Fund Inc","11.12","$110.5M","1998","n/a","n/a","http://www.nasdaq.com/symbol/tli",
"EMD","Western Asset Emerging Markets Debt Fund Inc","15.46","$939.13M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/emd",
"GDO","Western Asset Global Corporate Defined Opportunity Fund Inc.","17.9","$267.44M","2009","n/a","n/a","http://www.nasdaq.com/symbol/gdo",
"EHI","Western Asset Global High Income Fund Inc","10.15","$459.21M","2003","n/a","n/a","http://www.nasdaq.com/symbol/ehi",
"HIX","Western Asset High Income Fund II Inc.","7.21","$621.53M","1998","n/a","n/a","http://www.nasdaq.com/symbol/hix",
"HIO","Western Asset High Income Opportunity Fund, Inc.","5.07","$655.21M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/hio",
"HYI","Western Asset High Yield Defined Opportunity Fund Inc.","15.45","$352M","2010","n/a","n/a","http://www.nasdaq.com/symbol/hyi",
"IGI","Western Asset Investment Grade Defined Opportunity Trust Inc.","21.56","$232.95M","2009","n/a","n/a","http://www.nasdaq.com/symbol/igi",
"MMU","Western Asset Managed Municipals Fund, Inc.","13.88","$597.62M","1992","n/a","n/a","http://www.nasdaq.com/symbol/mmu",
"WMC","Western Asset Mortgage Capital Corporation","10.23","$428.84M","2012","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/wmc",
"DMO","Western Asset Mortgage Defined Opportunity Fund Inc","26.6","$277.8M","2010","n/a","n/a","http://www.nasdaq.com/symbol/dmo",
"MTT","Western Asset Municipal Defined Opportunity Trust Inc","22.3411","$271.14M","2009","n/a","n/a","http://www.nasdaq.com/symbol/mtt",
"MHF","Western Asset Municipal High Income Fund, Inc.","7.41","$160.3M","1988","n/a","n/a","http://www.nasdaq.com/symbol/mhf",
"MNP","Western Asset Municipal Partners Fund, Inc.","15.79","$153.46M","1993","n/a","n/a","http://www.nasdaq.com/symbol/mnp",
"GFY","Western Asset Variable Rate Strategic Fund Inc.","17.0592","$79.64M","2004","n/a","n/a","http://www.nasdaq.com/symbol/gfy",
"WIW","Western Asset/Claymore U.S Treasury Inflation Prot Secs Fd 2","11","$673.03M","2004","n/a","n/a","http://www.nasdaq.com/symbol/wiw",
"WIA","Western Asset/Claymore U.S. Treasury Inflation Prot Secs Fd","11.15","$325.05M","2003","n/a","n/a","http://www.nasdaq.com/symbol/wia",
"WGP","Western Gas Equity Partners, LP","42.7","$9.35B","2012","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wgp",
"WES","Western Gas Partners, LP","56.15","$8.66B","2008","Public Utilities","Natural Gas Distribution","http://www.nasdaq.com/symbol/wes",
"WNRL","Western Refining Logistics, LP","26.3","$1.6B","2013","Energy","Natural Gas Distribution","http://www.nasdaq.com/symbol/wnrl",
"WU","Western Union Company (The)","18.79","$8.85B","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/wu",
"WAB","Westinghouse Air Brake Technologies Corporation","90.88","$8.72B","n/a","Capital Goods","Railroads","http://www.nasdaq.com/symbol/wab",
"WLK","Westlake Chemical Corporation","68.24","$8.81B","2004","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/wlk",
